Name en-US,Name zh-CN,Alias en-US,Alias zh-CN,Group en-US,Group zh-CN,Subgroup en-US,Subgroup zh-CN,Video FX,Transition FX,Media Generator FX,Composite Mode FX,UID
BCC Glow Alpha Edges,BCC 发光alpha边缘,,,BCC,BCC,BCC Stylize,BCC 风格化,√,,,,{Svfx:com.borisfx:BCC3Glow_Alpha_Edges}
BCC Glow Matte OBS,BCC 发光蒙版 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,,,,{Svfx:com.borisfx:BCC3Glow_Matte}
BCC Glow OBS,BCC 发光 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,,,,{Svfx:com.borisfx:BCC3Glow}
BCC Granite OBSOLETE,BCC 花岗岩 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,,,,{Svfx:com.borisfx:BCC3Granite}
BCC Grid Wipe,BCC 网格擦除,,,BCC,BCC,BCC Transitions,BCC 转场,√,√,,,{Svfx:com.borisfx:BCC_Grid_Wipe}
BCC Grunge,BCC 污渍,,,BCC,BCC,BCC Stylize,BCC 风格化,√,,,,{Svfx:com.borisfx:BCC_Grunge}
BCC Halftone,BCC 半色调,,,BCC,BCC,BCC Art Looks,BCC 艺术效果,√,,,,{Svfx:com.borisfx:BCC_Halftone}
BCC Hue-Sat-Lightness,BCC 色相饱和度亮度,,,BCC,BCC,BCC Color and Tone,BCC 颜色与色调,√,,,,{Svfx:com.borisfx:BCC3Hue_Sat_Lightness}
BCC Invert Solarize,BCC 反相曝光,,,BCC,BCC,BCC Color and Tone,BCC 颜色与色调,√,,,,{Svfx:com.borisfx:BCC3Invert_Solarize}
BCC Jitter,BCC Jitte抖动,,,BCC,BCC,BCC Time,BCC 时间,√,,,,{Svfx:com.borisfx:BCC3Jitter}
BCC Jitter Basic,BCC Jitte抖动基础,,,BCC,BCC,BCC Time,BCC 时间,√,,,,{Svfx:com.borisfx:BCC3Jitter_Basic}
BCC Kaleida Dissolve,BCC 万花筒淡化,,,BCC,BCC,BCC Transitions,BCC 转场,,√,,,{Svfx:com.borisfx:BCC_Kaleida_Dissolve}
BCC Laser Beam,BCC 激光束,,,BCC,BCC,BCC Lights,BCC 灯光,√,,,,{Svfx:com.borisfx:BCC_Laser_Beam}
BCC Layer Deformer,BCC 图层变形器,,,BCC,BCC,BCC 3D Objects,BCC 3D物体,√,,,,{Svfx:com.borisfx:ScriptLD}
BCC LED OBSOLETE,BCC LED 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,,,,{Svfx:com.borisfx:BCC4LED}
BCC Lens Blur Dissolve,BCC 镜头模糊淡化,,,BCC,BCC,BCC Transitions,BCC 转场,,√,,,{Svfx:com.borisfx:BCC_Lens_Blur_Dissolve}
BCC Lens Blur OBS,BCC 镜头模糊 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,,,,{Svfx:com.borisfx:BCC6LensBlur}
BCC Lens Correction,BCC 镜头校正,,,BCC,BCC,BCC Image Restoration,BCC 图像修复,√,,,,{Svfx:com.borisfx:BCC_Lens_Correction}
BCC Lens Distortion Wipe,BCC 透镜变形擦除,,,BCC,BCC,BCC Transitions,BCC 转场,√,√,,,{Svfx:com.borisfx:BCC_Lens_Distortion_Wipe}
BCC Lens Flare 3D,BCC 镜头光晕3D,,,BCC,BCC,BCC Lights,BCC 灯光,√,,,,{Svfx:com.borisfx:BCC3Lens_Flare_3D}
BCC Lens Flare Adv OBS,BCC 镜头光晕高级 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,,,,{Svfx:com.borisfx:BCC3Lens_Flare_Adv}
BCC Lens Flare Dissolve,BCC 镜头光晕淡化,,,BCC,BCC,BCC Transitions,BCC 转场,,√,,,{Svfx:com.borisfx:BCC_Lens_Flare_Dissolve}
BCC Lens Flare OBS,BCC 镜头光晕 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,,,,{Svfx:com.borisfx:BCC3Lens_Flare}
BCC Lens Flare Round,BCC 镜头光晕圆形,,,BCC,BCC,BCC Transitions,BCC 转场,,√,,,{Svfx:com.borisfx:BCC_Lens_Flare_Round}
BCC Lens Flare Spiked,BCC 镜头光晕尖刺,,,BCC,BCC,BCC Transitions,BCC 转场,,√,,,{Svfx:com.borisfx:BCC_Lens_Flare_Spiked}
BCC Lens Flash,BCC 镜头闪光,,,BCC,BCC,BCC Transitions,BCC 转场,,√,,,{Svfx:com.borisfx:BCC_Lens_Flash}
BCC Lens Transition OBS,BCC 镜头模糊转场 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,,√,,,{Svfx:com.borisfx:BCC6LensTransition}
BCC Levels Gamma,BCC 色阶Gamma,,,BCC,BCC,BCC Color and Tone,BCC 颜色与色调,√,,,,{Svfx:com.borisfx:BCC3Levels_Gamma}
BCC Light Leaks Dissolve OBSOLETE,BCC 漏光/光晕淡化 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,,√,,,{Svfx:com.borisfx:BCCLightLeakDslv}
BCC Light Leaks OBSOLETE,BCC 漏光/光晕 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,,,,{Svfx:com.borisfx:BCC_Light_Leaks}
BCC Light Sweep,BCC 扫光,,,BCC,BCC,BCC Lights,BCC 灯光,√,,,,{Svfx:com.borisfx:BCC3Light_Sweep}
BCC Light Wipe,BCC 亮光擦除,,,BCC,BCC,BCC Transitions,BCC 转场,√,√,,,{Svfx:com.borisfx:BCC_Light_Wipe}
BCC Light Wrap OBSOLETE,BCC 背景光包裹 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,,,,√,{Svfx:com.borisfx:BCC3Light_Wrap}
BCC Lightning,BCC 闪电,,,BCC,BCC,BCC Lights,BCC 灯光,√,,,,{Svfx:com.borisfx:BCC3Lightning}
BCC Linear Color Key OBSOLETE,BCC 线性色键 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,,,,{Svfx:com.borisfx:BCC3Linear_Color_Key}
BCC Linear Luma Key OBSOLETE,BCC 线性亮度键 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,,,,{Svfx:com.borisfx:BCC3Linear_Luma_Key}
BCC Linear Wipe OBSOLETE,BCC 线性擦除 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,√,,,{Svfx:com.borisfx:BCC3Linear_Wipe}
BCC Looper,BCC 循环器,,,BCC,BCC,BCC Time,BCC 时间,√,,,,{Svfx:com.borisfx:BCC3Looper}
BCC Magic Sharp OBSOLETE,BCC 神奇锐化 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,,,,{Svfx:com.borisfx:BCC_Magic_Sharp}
BCC Make Alpha Key,BCC 制作Alpha键,,,BCC,BCC,BCC Key and Blend,BCC 键控与合成,√,,,,{Svfx:com.borisfx:BCC3Make_Alpha_Key}
BCC Match Grain,BCC 匹配颗粒,,,BCC,BCC,BCC Film Style,BCC 电影胶片风格,√,,,,{Svfx:com.borisfx:BCC3Match_Grain}
BCC Match Move,BCC 匹配运动(跟踪),,,BCC,BCC,BCC Match Move,BCC 匹配运动,,,,√,{Svfx:com.borisfx:BCC3MatchMove}
BCC Matte Choker,BCC 蒙版抑制器,,,BCC,BCC,BCC Key and Blend,BCC 键控与合成,√,,,,{Svfx:com.borisfx:BCC3Matte_Choker}
BCC Matte Cleanup,BCC 蒙版清理,,,BCC,BCC,BCC Key and Blend,BCC 键控与合成,√,,,,{Svfx:com.borisfx:BCC3Matte_Cleanup}
BCC Median,BCC 中间值,,,BCC,BCC,BCC Art Looks,BCC 艺术效果,√,,,,{Svfx:com.borisfx:BCC3Median}
BCC Misalignment,BCC RGB错位,,,BCC,BCC,BCC Stylize,BCC 风格化,√,,,,{Svfx:com.borisfx:BCC3Misalignment}
BCC Mixed Colors,BCC 混合颜色,,,BCC,BCC,BCC Textures,BCC 纹理,√,,,,{Svfx:com.borisfx:BCC3Mixed_Colors}
BCC Mosaic OBSOLETE,BCC 马赛克 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,,,,{Svfx:com.borisfx:Boris3Pixelate}
BCC Motion Blur OBSOLETE,BCC 运动模糊 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,,,,{Svfx:com.borisfx:BCC3Motion_Blur}
BCC Motion Key OBSOLETE,BCC 运动键(物体移除) 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,,,,{Svfx:com.borisfx:BCC3MotionKey}
BCC Multi Shadow,BCC 多重阴影,,,BCC,BCC,BCC Stylize,BCC 风格化,√,,,,{Svfx:com.borisfx:BCC3Multi_Shadow}
BCC Multi Stretch Wipe,BCC 多伸缩径向擦除,,,BCC,BCC,BCC Transitions,BCC 转场,√,√,,,{Svfx:com.borisfx:BCC3Multi_Stretch_Wipe}
BCC Multi Stripe Wipe,BCC 多条状擦除,,,BCC,BCC,BCC Transitions,BCC 转场,√,√,,,{Svfx:com.borisfx:BCC3Multi_Stripe_Wipe}
BCC MultiTone Mix,BCC 多色调混合,,,BCC,BCC,BCC Color and Tone,BCC 颜色与色调,√,,,,{Svfx:com.borisfx:BCC3MultiTone_Mix}
BCC Noise Map 2,BCC 噪波贴图2,,,BCC,BCC,BCC Textures,BCC 纹理,√,,,,{Svfx:com.borisfx:BCC4Noise_Map_2}
BCC Noise Reduction OBSOLETE,BCC 降噪 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,,,,{Svfx:com.borisfx:BCC6Noise_Reduction}
BCC Optical Flow OBSOLETE,BCC 光流法补帧 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,,,,{Svfx:com.borisfx:BCC3Optical_Flow}
BCC Optical Stabilizer,BCC 光学稳定器,,,BCC,BCC,BCC Image Restoration,BCC 图像修复,√,,,,{Svfx:com.borisfx:BCC3Stabilizer}
BCC Organic Strands,BCC 有机线状粒子,,,BCC,BCC,BCC Particles,BCC 粒子,√,,,,{Svfx:com.borisfx:BCC_Organic_Strands}
BCC Page Turn,BCC 翻页,,,BCC,BCC,BCC Perspective,BCC 透视,√,√,,,{Svfx:com.borisfx:BCC3Page_Turn}
BCC Pan and Zoom,BCC 平移与缩放,,,BCC,BCC,BCC Perspective,BCC 透视,√,,,,{Svfx:com.borisfx:BCC_Pan_and_Zoom}
BCC Particle Array 3D,BCC 粒子阵列3D,,,BCC,BCC,BCC Particles,BCC 粒子,√,,,,{Svfx:com.borisfx:BCC_Particle_Array_3D}
BCC Particle Emitter 3D,BCC 粒子发射器3D,,,BCC,BCC,BCC Particles,BCC 粒子,√,,,,{Svfx:com.borisfx:BCC_Particle_Emitter_3D}
BCC Particle Illusion,BCC 幻影粒子,,,BCC,BCC,BCC Particles,BCC 粒子,√,,,,{Svfx:com.borisfx:BCC_Particle_Illusion}
BCC Particle Illusion Dissolve,BCC 幻影粒子淡化,,,BCC,BCC,BCC Transitions,BCC 转场,,√,,,{Svfx:com.borisfx:BCC_PI_Dissolve}
BCC Particle System OBSOLETE,BCC 粒子系统 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,,,,{Svfx:com.borisfx:BCC3Particle_System}
BCC Pencil Sketch,BCC 铅笔素描,,,BCC,BCC,BCC Art Looks,BCC 艺术效果,√,,,,{Svfx:com.borisfx:BCC6Pencil_Sketch}
BCC Pin Art 3D,BCC 针画/针雕 3D,,,BCC,BCC,BCC Particles,BCC 粒子,√,,,,{Svfx:com.borisfx:BCC_Pin_Art_3D}
BCC Pixel Chooser,BCC 像素选择器,,,BCC,BCC,BCC Key and Blend,BCC 键控与合成,√,,,,{Svfx:com.borisfx:BCC3Pixel_Chooser}
BCC Pixel Fixer,BCC 像素修复器,,,BCC,BCC,BCC Image Restoration,BCC 图像修复,√,,,,{Svfx:com.borisfx:BCC6Pixel_Fixer}
BCC Polar Displacement,BCC 极点置换变形,,,BCC,BCC,BCC Warp,BCC 变形,√,,,√,{Svfx:com.borisfx:BCC3Polar_Displacement}
BCC Posterize,BCC 色调分离,,,BCC,BCC,BCC Art Looks,BCC 艺术效果,√,,,,{Svfx:com.borisfx:BCC3Posterize}
BCC Posterize Time,BCC 分离时间(卡帧),,,BCC,BCC,BCC Time,BCC 时间,√,,,,{Svfx:com.borisfx:BCC3Posterize_Time}
BCC Premult,BCC 预乘,,,BCC,BCC,BCC Key and Blend,BCC 键控与合成,√,,,,{Svfx:com.borisfx:BCC3Premult}
BCC Primatte Studio,BCC Primatte工作室(人像抠像),,,BCC,BCC,BCC Key and Blend,BCC 键控与合成,√,,,√,{Svfx:com.borisfx:BCC_Primatte_Studio}
BCC Prism Dissolve OBSOLETE,BCC 棱镜色散/色差/RGB分离淡化 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,,√,,,{Svfx:com.borisfx:BCC_Prism_Dissolve}
BCC Prism OBSOLETE,BCC 棱镜色散/色差/RGB分离 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,,,,{Svfx:com.borisfx:BCC4Prism}
BCC Pyramid Blur OBSOLETE,BCC 金字塔模糊 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,,,,{Svfx:com.borisfx:BCC3Pyramid_Blur}
BCC Radial Blur OBSOLETE,BCC 径向模糊 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,,,,{Svfx:com.borisfx:BCC3Radial_Blur}
BCC Radial Wipe OBSOLETE,BCC 径向擦除 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,√,,,{Svfx:com.borisfx:BCC3Radial_Wipe}
BCC Rain,BCC 下雨,,,BCC,BCC,BCC Particles,BCC 粒子,√,,,,{Svfx:com.borisfx:BCC3Rain}
BCC Rays Cartoon OBSOLETE,BCC 卡通边缘光线 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,,,,{Svfx:com.borisfx:BCC3Rays_Cartoon}
BCC Rays Dissolve OBSOLETE,BCC 光线擦除 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,,√,,,{Svfx:com.borisfx:BCC_Rays_Dissolve}
BCC Rays Puffy,BCC 放射光线,,,BCC,BCC,BCC Lights,BCC 灯光,√,,,,{Svfx:com.borisfx:BCC3Rays_Puffy}
BCC Rays Radiant Edges,BCC 边缘射线,,,BCC,BCC,BCC Lights,BCC 灯光,√,,,,{Svfx:com.borisfx:BCC3Rays_Radiant_Edges}
BCC Rays Radiant Spotlight OBSOLETE,BCC 聚光灯射线 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,,,,{Svfx:com.borisfx:BCC3Rays_Radiant_Spotlight}
BCC Rays Ring OBSOLETE,BCC 环状射线 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,,,,{Svfx:com.borisfx:BCC3Rays_Ring}
BCC Rays Ripply OBSOLETE,BCC 波纹射线 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,,,,{Svfx:com.borisfx:BCC3Rays_Ripply}
BCC Rays Streaky OBSOLETE,BCC 条纹射线 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,,,,{Svfx:com.borisfx:BCC3Rays_Streaky}
BCC Rays Textured OBSOLETE,BCC 纹理射线 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,,,,{Svfx:com.borisfx:BCC3Rays_Textured}
BCC Rays Wedge OBSOLETE,BCC 楔形射线 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,,,,{Svfx:com.borisfx:BCC3Rays_Wedge}
BCC Rectangular Wipe OBSOLETE,BCC 矩形擦除 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,√,,,{Svfx:com.borisfx:BCC3Rectangular_Wipe}
BCC Reflection,BCC 倒影/镜像,,,BCC,BCC,BCC Stylize,BCC 风格化,√,,,,{Svfx:com.borisfx:BCC_Reflection}
BCC Reframer,BCC 帧重构器,,,BCC,BCC,BCC Image Restoration,BCC 图像修复,√,,,,{Svfx:com.borisfx:BCC_Reframer}
BCC Remover,BCC 移除器,,,BCC,BCC,BCC Image Restoration,BCC 图像修复,√,,,,{Svfx:com.borisfx:BCC_Remover}
BCC Reptilian OBSOLETE,BCC 鳞状/斑点皮肤 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,,,,{Svfx:com.borisfx:BCC3Reptilian}
BCC Reverse Spotlight,BCC 反向聚光灯,,,BCC,BCC,BCC Lights,BCC 灯光,√,,,,{Svfx:com.borisfx:BCC3Reverse_Spotlight}
BCC RGB Blend,BCC RGB混合,,,BCC,BCC,BCC Key and Blend,BCC 键控与合成,,,,√,{Svfx:com.borisfx:BCC3RGB_Blend}
BCC RGB Blur Dissolve OBSOLETE,BCC RGB模糊淡化 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,,√,,,{Svfx:com.borisfx:BCC_RGB_Blur_Dissolve}
BCC RGB Displacement Dissolve,BCC RGB置换淡化,,,BCC,BCC,BCC Transitions,BCC 转场,,√,,,{Svfx:com.borisfx:BCC_RGB_Dspl_Dissolve}
BCC RGB Edges,BCC RGB查找边缘,,,BCC,BCC,BCC Stylize,BCC 风格化,√,,,,{Svfx:com.borisfx:BCC3RGB_Edges}
BCC RGB Pixel Noise,BCC 像素噪点,,,BCC,BCC,BCC Stylize,BCC 风格化,√,,,,{Svfx:com.borisfx:BCC3RGB_Pixel_Noise}
BCC Ribbon Wipe,BCC 带状擦除,,,BCC,BCC,BCC Transitions,BCC 转场,√,√,,,{Svfx:com.borisfx:BCC_Ribbon_Wipe}
BCC Rings Wipe,BCC 环状擦除,,,BCC,BCC,BCC Transitions,BCC 转场,√,√,,,{Svfx:com.borisfx:BCC_Rings_Wipe}
BCC Ripple,BCC 波纹,,,BCC,BCC,BCC Warp,BCC 变形,√,,,,{Svfx:com.borisfx:BCC3Ripple}
BCC Ripple Dissolve,BCC 波纹淡化,,,BCC,BCC,BCC Transitions,BCC 转场,,√,,,{Svfx:com.borisfx:BCC_Ripple_Dissolve}
BCC Rock OBSOLETE,BCC 岩石 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,,,,{Svfx:com.borisfx:BCC3Rock}
BCC Rough Glow OBS,BCC 粗略发光 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,,,,{Svfx:com.borisfx:BCC3Rough_Glow}
BCC Safe Colors,BCC 安全颜色,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,,,,{Svfx:com.borisfx:BCC3Safe_Colors}
BCC Scanline,BCC 扫描线,,,BCC,BCC,BCC Stylize,BCC 风格化,√,,,,{Svfx:com.borisfx:BCC4Scanline}
BCC Scatterize,BCC 毛玻璃/散射,,,BCC,BCC,BCC Stylize,BCC 风格化,√,,,,{Svfx:com.borisfx:BCC3Scatterize}
BCC Smooth Tone OBS,BCC 光滑颜色 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,,,,{Svfx:com.borisfx:BCC6Smooth_Tone}
BCC Snow,BCC 下雪,,,BCC,BCC,BCC Particles,BCC 粒子,√,,,,{Svfx:com.borisfx:BCC3Snow}
BCC Sparks OBSOLETE,BCC 火花 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,,,,{Svfx:com.borisfx:BCC3Sparks}
BCC Sphere,BCC 球体,,,BCC,BCC,BCC Perspective,BCC 透视,√,,,,{Svfx:com.borisfx:BCC3Sphere}
BCC Sphere Transition,BCC 球体转场,,,BCC,BCC,BCC Perspective,BCC 透视,√,,,,{Svfx:com.borisfx:BCC3Sphere_Transition}
BCC Spill Remover OBSOLETE,BCC 溢出移除器 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,,,√,{Svfx:com.borisfx:BCC_Spill_Remover}
BCC Spin Blur Dissolve OBSOLETE,BCC 旋转模糊淡化 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,,√,,,{Svfx:com.borisfx:BCC_Spin_Blur_Dissolve}
BCC Spiral Blur OBSOLETE,BCC 螺旋模糊 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,,,,{Svfx:com.borisfx:BCC3Spiral_Blur}
BCC Spotlight,BCC 聚光灯,,,BCC,BCC,BCC Lights,BCC 灯光,√,,,,{Svfx:com.borisfx:BCC3Spotlight}
BCC Spray Paint Noise,BCC 喷绘噪点,,,BCC,BCC,BCC Art Looks,BCC 艺术效果,√,,,,{Svfx:com.borisfx:BCC3Spray_Paint_Noise}
BCC Stage Light,BCC 舞台灯,,,BCC,BCC,BCC Lights,BCC 灯光,√,,,,{Svfx:com.borisfx:BCC3Stage_Light}
BCC Star Matte OBS,BCC 星型蒙版 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,,,,{Svfx:com.borisfx:BCC3Star_Matte}
BCC Stars OBSOLETE,BCC 星星 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,,,,{Svfx:com.borisfx:BCC3Stars}
BCC Steel Plate OBSOLETE,BCC 钢板 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,,,,{Svfx:com.borisfx:BCC3Steel_Plate}
BCC Swish Pan OBSOLETE,BCC 快速平移镜头 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,√,,,{Svfx:com.borisfx:BCC6Swish_Pan}
BCC Temporal Blur,BCC 时间模糊,,,BCC,BCC,BCC Time,BCC 时间,√,,,,{Svfx:com.borisfx:BCC3Temporal_Blur}
BCC Textured Wipe OBSOLETE,BCC 纹理擦除 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,√,,,{Svfx:com.borisfx:BCC3Textured_Wipe}
BCC Tile Mosaic,BCC 瓷砖马赛克,,,BCC,BCC,BCC Art Looks,BCC 艺术效果,√,,,,{Svfx:com.borisfx:BCC4Tile_Mosaic}
BCC Tile Wipe,BCC 瓷砖擦除,,,BCC,BCC,BCC Transitions,BCC 转场,√,√,,,{Svfx:com.borisfx:BCC_Tile_Wipe}
BCC Time Displacement,BCC 时间置换,,,BCC,BCC,BCC Time,BCC 时间,√,,,,{Svfx:com.borisfx:BCC3Time_Displacement}
BCC Title Studio,BCC 标题工作室,,,BCC,BCC,BCC 3D Objects,BCC 3D物体,√,,,,{Svfx:com.borisfx:BCCTS}
BCC Trails,BCC 尾迹,,,BCC,BCC,BCC Time,BCC 时间,√,,,,{Svfx:com.borisfx:BCC3Trails}
BCC Trails Basic,BCC 尾迹基础,,,BCC,BCC,BCC Time,BCC 时间,√,,,,{Svfx:com.borisfx:BCC3Trails_Basic}
BCC Tritone,BCC 三色调,,,BCC,BCC,BCC Color and Tone,BCC 颜色与色调,√,,,,{Svfx:com.borisfx:BCC3Tritone}
BCC Tritone Dissolve,BCC 三色调淡化,,,BCC,BCC,BCC Transitions,BCC 转场,,√,,,{Svfx:com.borisfx:BCC_Tritone_Dissolve}
BCC Turbulence,BCC 湍流/流动,,,BCC,BCC,BCC Warp,BCC 变形,√,,,,{Svfx:com.borisfx:BCC4Turbulence}
BCC Twirl,BCC 旋涡,,,BCC,BCC,BCC Warp,BCC 变形,√,,,,{Svfx:com.borisfx:BCC3Twirl}
BCC Twister,BCC 扭转器,,,BCC,BCC,BCC Transitions,BCC 转场,,√,,,{Svfx:com.borisfx:BCC_Twister}
BCC Two Strip Color OBSOLETE,BCC Two-Strip颜色 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,,,,{Svfx:com.borisfx:BCC_Two_Strip_Color}
BCC Two Way Key OBSOLETE,BCC 双向键控 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,,,,{Svfx:com.borisfx:BCC3Two_Way_Key}
BCC Type On Text,BCC 打字(逐个出现),,,BCC,BCC,BCC 3D Objects,BCC 3D物体,√,,,,{Svfx:com.borisfx:ScriptTO}
BCC Unsharp Mask,BCC 钝化遮罩,,,BCC,BCC,BCC Blur,BCC 模糊,√,,,,{Svfx:com.borisfx:BCC3Unsharp_Mask}
BCC UpRez OBSOLETE,BCC 提升分辨率 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,,,,{Svfx:com.borisfx:BCC_UpRez}
BCC Vector Blur Dissolve,BCC 向量模糊淡化,,,BCC,BCC,BCC Transitions,BCC 转场,,√,,,{Svfx:com.borisfx:BCC_Vector_Blur_Dissolve}
BCC Vector Displacement,BCC RGB向量置换,,,BCC,BCC,BCC Warp,BCC 变形,√,,,√,{Svfx:com.borisfx:BCC3Vector_Displacement}
BCC Veined Marble OBSOLETE,BCC 大理石 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,,,,{Svfx:com.borisfx:BCC3Veined_Marble}
BCC Velocity Remap OBSOLETE,BCC 速度重映射 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,,,,{Svfx:com.borisfx:BCC3Velocity_Remap}
BCC Video Glitch OBSOLETE,BCC 视频故障 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,,,,{Svfx:com.borisfx:BCC_Video_Glitch}
BCC Videoscope,BCC 视频示波器,,,BCC,BCC,BCC Color and Tone,BCC 颜色与色调,√,,,,{Svfx:com.borisfx:BCC6Videoscope}
BCC Vignette OBSOLETE,BCC 暗角/晕影 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,,,,{Svfx:com.borisfx:BCCVignette}
BCC Vignette Wipe OBSOLETE,BCC 暗角/晕影擦除 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,√,,,{Svfx:com.borisfx:BCCVignette_Wipe}
BCC VR Blur,BCC VR模糊,,,BCC,BCC,BCC VR,BCC VR,√,,,,{Svfx:com.borisfx:BCC_VR_Blur}
BCC VR Flicker Fixer,BCC VR闪烁修正器,,,BCC,BCC,BCC VR,BCC VR,√,,,,{Svfx:com.borisfx:BCC_VR_Flicker_Fixer}
BCC VR Insert,BCC VR插入,,,BCC,BCC,BCC VR,BCC VR,√,,,√,{Svfx:com.borisfx:BCC_VR_Insert}
BCC VR Reorient,BCC VR重调整,,,BCC,BCC,BCC VR,BCC VR,√,,,,{Svfx:com.borisfx:BCC_VR_Reorient}
BCC VR Sharpen,BCC VR锐化,,,BCC,BCC,BCC VR,BCC VR,√,,,,{Svfx:com.borisfx:BCC_VR_Sharpen}
BCC Water Color,BCC 水彩效果,,,BCC,BCC,BCC Art Looks,BCC 艺术效果,√,,,,{Svfx:com.borisfx:BCC6Water_Color}
BCC Water Waves Dissolve,BCC 水波淡化,,,BCC,BCC,BCC Transitions,BCC 转场,,√,,,{Svfx:com.borisfx:BCC_Water_Waves_Dissolve}
BCC Wave,BCC 水波,,,BCC,BCC,BCC Warp,BCC 变形,√,,,,{Svfx:com.borisfx:BCC3Wave}
BCC Weave OBSOLETE,BCC 编织布 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,,,,{Svfx:com.borisfx:BCC3Weave}
BCC Wild Cards,BCC 卡片阵列,,,BCC,BCC,BCC Particles,BCC 粒子,√,,,√,{Svfx:com.borisfx:BCC_Card_Array}
BCC Wire Remover,BCC 吊索移除器,,,BCC,BCC,BCC Image Restoration,BCC 图像修复,√,,,,{Svfx:com.borisfx:BCC3Wire_Remover}
BCC WitnessProtection OBSOLETE,BCC 证人保护(马赛克) 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,,,,{Svfx:com.borisfx:Boris3WitnessProtection}
BCC Wood Grain OBSOLETE,BCC 木材纹理 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,,,,{Svfx:com.borisfx:BCC3Wood_Grain}
BCC Wooden Planks OBSOLETE,BCC 木板 旧,,,BCC,BCC,BCC Obsolete,BCC 旧式,√,,,,{Svfx:com.borisfx:BCC3Wooden_Planks}
BCC+Ambient Light,BCC+环境光,,,BCC,BCC,BCC Lights,BCC 灯光,√,,,,{Svfx:com.borisfx.bcc_dft.ofx.ambientLight}
BCC+Atmospheric Glow,BCC+大气发光,,,BCC,BCC,BCC Film Style,BCC 电影胶片风格,√,,,,{Svfx:com.borisfx.bcc_dft.ofx.atmosphericGlow}
