Name en-US,Name zh-CN,Alias en-US,Alias zh-CN,Group en-US,Group zh-CN,Subgroup en-US,Subgroup zh-CN,Video FX,Transition FX,Media Generator FX,Composite Mode FX,UID
S_ZapFrom,S_闪电 发自边缘,,,Sapphire,蓝宝石,Sapphire Render,蓝宝石 渲染,√,,,,{Svfx:com.genarts.sapphire.Render.S_ZapFrom}
S_ZapTo,S_闪电 指向边缘,,,Sapphire,蓝宝石,Sapphire Render,蓝宝石 渲染,√,,,,{Svfx:com.genarts.sapphire.Render.S_ZapTo}
S_Zebrafy,S_斑马纹,,,Sapphire,蓝宝石,Sapphire Stylize,蓝宝石 风格化,√,,,,{Svfx:com.genarts.sapphire.Stylize.S_Zebrafy}
S_ZebrafyColor,S_斑马纹 彩色,,,Sapphire,蓝宝石,Sapphire Stylize,蓝宝石 风格化,√,,,,{Svfx:com.genarts.sapphire.Stylize.S_ZebrafyColor}
Samurai,Samurai,,,Others,其他,Digital Anarchy,Digital Anarchy,√,,,,{Svfx:com.digitalanarchy.Samurai}
Saturation EQ,NB_饱和度EQ(均衡器),,,NewBlue OFX,NewBlue OFX,NewBlue Filters,NewBlue 滤镜,√,,,,{Svfx:com.NewBlue.FISaturationEQ}
Saturation Modifier,NB_饱和度修改器,,,NewBlue OFX,NewBlue OFX,NewBlue Filters,NewBlue 滤镜,√,,,,{Svfx:com.NewBlue.FISaturationModifier}
Scanner,NB_LB 扫描,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),,√,,,{EB848FA9-147E-438E-8950-4E58D8656087}
Scanner,NB_扫描仪,,,NewBlue OFX,NewBlue OFX,NewBlue Transitions,NewBlue 转场,,√,,,{Svfx:com.NewBlue.TRScanner}
Screen Smoother,Screen Smoother,,,DFT,DFT,DFT zMatte v4.0,DFT zMatte v4.0,√,,,,{Svfx:com.digitalfilmtools.ofx.zmatte_v4.screenSmoother}
Screen Smoother,Screen Smoother,,,DFT,DFT,DFT v1 Key,DFT v1 Key,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.screenSmoother}
Selective Color,NB_V5 选择性颜色,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{91374DF6-35F0-4445-955C-9D66584D0C16}
Selective Color,NB_选择性颜色/颜色分离,,,NewBlue OFX,NewBlue OFX,NewBlue Filters,NewBlue 滤镜,√,,,,{Svfx:com.NewBlue.FISelectiveColor}
Selective Color Correct,Selective Color Correct,,,DFT,DFT,DFT v1 Color,DFT v1 Color,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.selectiveColor}
Selective Focus,NB_V5 选择性焦点,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{4DCBEF24-1D1E-4C0D-9F8E-908D7220F818}
Selective Focus,NB_选择性聚焦,,,NewBlue OFX,NewBlue OFX,NewBlue Essentials,NewBlue 必备,√,,,,{Svfx:com.NewBlue.ESSelectiveFocus}
Selective Hue,NB_选择性色相,,,NewBlue OFX,NewBlue OFX,NewBlue Filters,NewBlue 滤镜,√,,,,{Svfx:com.NewBlue.FISelectiveHue}
Selective Saturation,Selective Saturation,,,DFT,DFT,DFT v1 Color,DFT v1 Color,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.selectiveSaturation}
Selective Tint,NB_V5 选择性色彩,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{8D436A6B-0B25-4C90-8F12-325184771F8C}
Selective Tint,NB_选择性色调,,,NewBlue OFX,NewBlue OFX,NewBlue Filters,NewBlue 滤镜,√,,,,{Svfx:com.NewBlue.FISelectiveTint}
Selective Touch Up,NB_选择性修饰,,,NewBlue OFX,NewBlue OFX,NewBlue Essentials,NewBlue 必备,√,,,,{Svfx:com.NewBlue.ESSelectiveTouchUp}
Sepia,Sepia,,,DFT,DFT,DFT v1 Grads-Tints,DFT v1 Grads-Tints,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.sepia}
Shadows and Highlights,NB_V2 阴影与高光,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{1BC3221C-A168-410C-927C-F1CF5A086F87}
Shadows and Highlights,NB_阴影和高光,,,NewBlue OFX,NewBlue OFX,NewBlue Essentials,NewBlue 必备,√,,,,{Svfx:com.NewBlue.ESShadowsandHighlights}
Shadows/Highlights,Shadows/Highlights,,,DFT,DFT,DFT v1 Color,DFT v1 Color,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.shadowsHighlights}
Shake,NB_MB 震动,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),,√,,,{0952CC72-B757-4640-9B69-4A9EEFE8DBD6}
Shake,NB_抖动,,,NewBlue OFX,NewBlue OFX,NewBlue Transitions,NewBlue 转场,,√,,,{Svfx:com.NewBlue.TRShake}
Sharpen,NB_V1 锐化,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{19745068-DF58-425B-87DB-180ADCDAFC8C}
Sharpen,NB_锐化,,,NewBlue OFX,NewBlue OFX,NewBlue Essentials,NewBlue 必备,√,,,,{Svfx:com.NewBlue.ESSharpen}
Shear,NB_MB 切变,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),,√,,,{644C1982-9A23-4406-8E66-3D48127EB3C8}
Shear,NB_切变,,,NewBlue OFX,NewBlue OFX,NewBlue Transitions,NewBlue 转场,,√,,,{Svfx:com.NewBlue.TRShear}
Shear Energy,NB_ME 横波能量,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{EF36937C-ED89-4587-A052-A51F966DA593}
Shear Energy,NB_切变模糊,,,NewBlue OFX,NewBlue OFX,NewBlue Stylizers,NewBlue 风格化,√,,,,{Svfx:com.NewBlue.STShearEnergy}
Shiny Fog,NB_AB 发光雾,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),,√,,,{DCF8695B-EB72-409E-A8A7-1F906A16A6D7}
Shiny Fog,NB_闪光的雾,,,NewBlue OFX,NewBlue OFX,NewBlue Transitions,NewBlue 转场,,√,,,{Svfx:com.NewBlue.TRShinyFog}
Shredder,NB_MB 碎纸机,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),,√,,,{F1FEA6B4-0BAA-4C46-8B99-C0383FAAC61C}
Shredder,NB_碎纸机,,,NewBlue OFX,NewBlue OFX,NewBlue Transitions,NewBlue 转场,,√,,,{Svfx:com.NewBlue.TRShredder}
Silhouette,Silhouette ,,,Others,其他,Boris FX Silhouette,Boris FX Silhouette,√,,,√,{Svfx:com.borisfx.silhouette.plugin.ofx}
Silk,Silk,,,DFT,DFT,DFT v1 Diffusion,DFT v1 Diffusion,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.silk}
Sketch,NB_AB 素描,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),,√,,,{E8C18913-F9F9-4A86-8521-510B542F8D31}
Sketch,NB_素描,,,NewBlue OFX,NewBlue OFX,NewBlue Transitions,NewBlue 转场,,√,,,{Svfx:com.NewBlue.TRSketch}
Skin Tone,Skin Tone,,,DFT,DFT,DFT v1 Grads-Tints,DFT v1 Grads-Tints,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.skinTone}
Skin Touch Up,NB_V4 皮肤润色,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{5A3DB0DD-D6BA-43F8-889C-EDC34CE20A0C}
Skin Touch Up,NB_皮肤修饰,,,NewBlue OFX,NewBlue OFX,NewBlue Essentials,NewBlue 必备,√,,,,{Svfx:com.NewBlue.ESSkinTouchUp}
Sky,Sky,,,DFT,DFT,DFT v1 Color,DFT v1 Color,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.sky}
Slide Show,NB_V4 幻灯片,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{A0EDDF42-0F0B-4D40-9DAB-1A292BFA642E}
Smear,NB_MB 涂抹,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),,√,,,{ECE463DE-FE9D-449A-93E6-4CF5487F3AB4}
Smear,NB_SP 涂抹,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),,√,,,{A4FA1F99-91FE-4C78-97E4-F20A04A66C36}
Smear,NB_胡乱涂抹,,,NewBlue OFX,NewBlue OFX,NewBlue Transitions,NewBlue 转场,,√,,,{Svfx:com.NewBlue.TRSmear}
Soft Focus,NB_V1 虚焦,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{E4410FEB-57EC-420F-8183-A7C05906376D}
Soft Focus,NB_柔焦/散焦,,,NewBlue OFX,NewBlue OFX,NewBlue Filters,NewBlue 滤镜,√,,,,{Svfx:com.NewBlue.FISoftFocus}
Soft Light,Soft Light,,,DFT,DFT,DFT v1 Light,DFT v1 Light,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.softLight}
SoftEngine 3D,SoftEngine 3D,,,Others,其他,Chosen Few FX,Chosen Few FX,√,,,,{Svfx:com.chosenfewsoftware.openfx.softengine}
SpiceMaster 3,香料大师,,,Others,其他,Pixelan,Pixelan,,√,,,{Svfx:com.pixelan:spicemaster}
Spikes,Spikes,,,DFT,DFT,DFT v1 Light,DFT v1 Light,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.flare_spikes}
Spin,NB_MB 旋转,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),,√,,,{66D34453-B030-4AD4-974A-67F212AAD721}
Spin,NB_旋转,,,NewBlue OFX,NewBlue OFX,NewBlue Transitions,NewBlue 转场,,√,,,{Svfx:com.NewBlue.TRSpin}
Spin Blur,NB_ME 旋转模糊,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{B0BE237A-5B9F-4F9E-8660-0B5B2F0F5039}
Spin Blur,NB_旋转模糊,,,NewBlue OFX,NewBlue OFX,NewBlue Stylizers,NewBlue 风格化,√,,,,{Svfx:com.NewBlue.STSpinBlur}
Spinning Light,NB_LE 旋转灯光,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{B1A75D22-5D5E-436A-B369-44B222D65460}
Spinning Light,NB_旋转发光,,,NewBlue OFX,NewBlue OFX,NewBlue Stylizers,NewBlue 风格化,√,,,,{Svfx:com.NewBlue.STSpinningLight}
Spiral Rays,Spiral Rays,,,DFT,DFT,DFT v1 Light,DFT v1 Light,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.flare_spiralRays}
Split Field,Split Field,,,DFT,DFT,DFT v1 Lens,DFT v1 Lens,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.splitField}
Split Screen,NB_V3 切割屏幕,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{199B2D41-549D-489B-AECB-269B94AD4887}
Split Screen,NB_分屏,,,NewBlue OFX,NewBlue OFX,NewBlue Elements,NewBlue 基础,√,,,,{Svfx:com.NewBlue.ELSplitScreen}
Split Tone,Split Tone,,,DFT,DFT,DFT v1 Grads-Tints,DFT v1 Grads-Tints,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.splitTone}
Spotlight,NB_V3 聚光灯,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{BFFDE4C2-E076-451E-A2F7-19B1C1A970A0}
Spotlight,NB_聚光灯,,,NewBlue OFX,NewBlue OFX,NewBlue Filters,NewBlue 滤镜,√,,,,{Svfx:com.NewBlue.FISpotlight}
Stabilizer,NB_S 稳定器Pro,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{46AF07EE-B1D4-4AF2-8D48-29C14F95C7F5}
Stabilizer,NB_稳定器,,,NewBlue OFX,NewBlue OFX,NewBlue Essentials,NewBlue 必备,√,,,,{Svfx:com.NewBlue.ESStabilizer}
Star,Star,,,DFT,DFT,DFT v1 Light,DFT v1 Light,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.flare_star}
Starlight,NB_LE 星光,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{C79291E9-B38E-446E-B7BB-948BFE12EA61}
Starlight,NB_星光,,,NewBlue OFX,NewBlue OFX,NewBlue Stylizers,NewBlue 风格化,√,,,,{Svfx:com.NewBlue.STStarlight}
Streaks,Streaks,,,DFT,DFT,DFT v1 Light,DFT v1 Light,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.streaks}
StutterMosher (Extension),StutterMosher (Extension),,,Others,其他,Chosen Few FX,Chosen Few FX,,,√,,{Svfx:com.chosenfewsoftware.openfx.stuttermosher}
Sunset,Sunset,,,DFT,DFT,DFT v1 Grads-Tints,DFT v1 Grads-Tints,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.sunset}
TalentTracker,TalentTracker,,,Others,其他,Mut1ny,Mut1ny,√,,,,{Svfx:com.mutiny.TalentTracker}
TawawaBlue ASS,TawawaBlue ASS,,,Others,其他,NetCharm,NetCharm,√,,,,{Svfx:cn.netcharm.Ofx.Tawawa}
Telecine,Telecine,,,DFT,DFT,DFT v1 Color,DFT v1 Color,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.telecine}
Temperature,Temperature,,,DFT,DFT,DFT v1 Color,DFT v1 Color,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.temperature}
TextOFX,TextOFX,,,Others,其他,TextOFX,TextOFX,,,√,,{Svfx:no.openfx.Text}
Textuler,Textuler,,,Others,其他,Draw,绘画,,,√,,{Svfx:us.co.misc.Textuler}
Texture,Texture,,,DFT,DFT,DFT v1 Special Effects,DFT v1 Special Effects,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.texture}
Three Strip,Three Strip,,,DFT,DFT,DFT v1 Film Lab,DFT v1 Film Lab,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.threeStrip}
Three Strip,Three Strip,,,DFT,DFT,DFT Film Stocks v3,DFT Film Stocks v3,√,,,,{Svfx:com.digitalfilmtools.ofx.filmstocks_v3.threeStrip}
Tile,NB_平铺/拼贴,,,NewBlue OFX,NewBlue OFX,NewBlue Elements,NewBlue 基础,√,,,,{Svfx:com.NewBlue.ELTile}
Tilt Shift,NB_变焦/景深,,,NewBlue OFX,NewBlue OFX,NewBlue Filters,NewBlue 滤镜,√,,,,{Svfx:com.NewBlue.FITiltShift}
Time Blur,Time Blur,,,DFT,DFT,DFT v1 Special Effects,DFT v1 Special Effects,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.frameAverager}
Time Clock,NB_V4 时间码,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{BF14ACC1-FE27-446C-AF46-F8970CE02045}
Time Clock,NB_时间码,,,NewBlue OFX,NewBlue OFX,NewBlue Elements,NewBlue 基础,√,,,,{Svfx:com.NewBlue.ELTimeClock}
Tint,NB_V1 染色,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{8BE59B1B-AB6B-4FEC-9C06-DFDA55BA02B8}
Tint,NB_色调,,,NewBlue OFX,NewBlue OFX,NewBlue Filters,NewBlue 滤镜,√,,,,{Svfx:com.NewBlue.FITint}
Tint,Tint,,,DFT,DFT,DFT v1 Grads-Tints,DFT v1 Grads-Tints,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.dfxTint}
Tone Adjust,Tone Adjust,,,DFT,DFT,DFT v1 Color,DFT v1 Color,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.toneAdjust}
Touch Up,NB_V1 润色,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{2F3ECA6C-C07E-461B-B034-6B62ABED35C6}
Touch Up,NB_修饰,,,NewBlue OFX,NewBlue OFX,NewBlue Essentials,NewBlue 必备,√,,,,{Svfx:com.NewBlue.ESTouchUp}
Transform,Transform,,,DFT,DFT,DFT v1 Image,DFT v1 Image,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.dve}
Traveling Rays,NB_LB 运动光线,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),,√,,,{57403ADE-AC6B-4253-9C05-6B14A21AB5EF}
Traveling Rays,NB_行进光线,,,NewBlue OFX,NewBlue OFX,NewBlue Transitions,NewBlue 转场,,√,,,{Svfx:com.NewBlue.TRTravelingRays}
Turb Distort,Turb Distort,,,DFT,DFT,DFT v1 Special Effects,DFT v1 Special Effects,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.turbDistort}
Twirl,NB_MB 转动,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),,√,,,{94A51714-11E0-47BE-BFFD-F418A4292657}
Twirl,NB_旋涡,,,NewBlue OFX,NewBlue OFX,NewBlue Transitions,NewBlue 转场,,√,,,{Svfx:com.NewBlue.TRTwirl}
Twixtor,Twixtor,,,REVision Effects,REVision Effects,REVision Effects,REVision Effects,√,,,,{Svfx:com.revisionfx.Twixtor}
TwixtorPRO,TwixtorPRO,,,REVision Effects,REVision Effects,REVision Effects,REVision Effects,√,,,,{Svfx:com.revisionfx.TwixtorPRO}
TwixtorVectorsIn,TwixtorVectorsIn,,,REVision Effects,REVision Effects,REVision Effects,REVision Effects,√,,,,{Svfx:com.revisionfx.TwixtorVectorsIn}
Two Strip,Two Strip,,,DFT,DFT,DFT v1 Film Lab,DFT v1 Film Lab,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.twoStrip}
Two Strip,Two Strip,,,DFT,DFT,DFT Film Stocks v3,DFT Film Stocks v3,√,,,,{Svfx:com.digitalfilmtools.ofx.filmstocks_v3.twoStrip}
uni.Analog,uni.CRT模拟电视/老电视,,,Universe,Universe,Universe Stylize,Universe 风格化,√,,,,{Svfx:com.redgiantsoftware.Universe_Stylize_Analog_OFX}
uni.Array Gun,uni.MG图形阵列,,,Universe,Universe,Universe Motion Graphics,Universe MG运动图形,√,,,,{Svfx:com.redgiantsoftware.Universe_Motion_Graphics_Array_Gun_OFX}
uni.AV Club,uni.复古 AV Club,,,Universe,Universe,Universe Stylize,Universe 风格化,√,,,,{Svfx:com.redgiantsoftware.Universe_Text_AV_Club_OFX}
uni.Blinds,uni.百叶窗,,,Universe,Universe,Universe Transitions,Universe 转场,,√,,,{Svfx:com.redgiantsoftware.Universe_Transitions_Blinds_OFX}
uni.Blur,uni.模糊,,,Universe,Universe,Universe Blur,Universe 模糊,√,,,,{Svfx:com.redgiantsoftware.Universe_Blur_Blur_Premium_OFX}
uni.Bokeh,uni.散焦/散景,,,Universe,Universe,Universe Blur,Universe 模糊,√,,,,{Svfx:com.redgiantsoftware.Universe_Blur_Box_Bokeh_OFX}
uni.Bokeh Transition,uni.Bokeh散景转场,,,Universe,Universe,Universe Transitions,Universe Transitions,,√,,,{Svfx:com.redgiantsoftware.Universe_Transitions_Bokeh_OFX}
uni.Camera Shake,uni.相机抖动,,,Universe,Universe,Universe Utilities,Universe 实用工具,√,,,,{Svfx:com.redgiantsoftware.Universe_Distort_Camera_Shake_Pro_OFX}
uni.Camera Shake Transition,uni.相机抖动转场,,,Universe,Universe,Universe Transitions,Universe 转场,,√,,,{Svfx:com.redgiantsoftware.Universe_Transitions_Camera_Shake_Transition_OFX}
uni.Carousel,uni.Carousel复古电影,,,Universe,Universe,Universe Stylize,Universe 风格化,√,,,,{Svfx:com.redgiantsoftware.Universe_Stylize_Carousel_OFX}
uni.Carousel Transition,uni.幻灯片过渡,,,Universe,Universe,Universe Transitions,Universe 转场,,√,,,{Svfx:com.redgiantsoftware.Universe_Transitions_Carousel_Transition_OFX}
uni.Channel Blur,uni.通道模糊,,,Universe,Universe,Universe Transitions,Universe 转场,,√,,,{Svfx:com.redgiantsoftware.Universe_Transitions_Channel_Blur_OFX}
uni.Channel Surf,uni.电视频道切换,,,Universe,Universe,Universe Transitions,Universe 转场,,√,,,{Svfx:com.redgiantsoftware.Universe_Transitions_Channel_Surf_OFX}
uni.Chromatic Aberration,uni.色差/色散/RGB分离,,,Universe,Universe,Universe Distort,Universe 扭曲,√,,,,{Svfx:com.redgiantsoftware.Universe_Distort_Chromatic_Aberration_OFX}
uni.Chromatic Glow,uni.彩色光芒,,,Universe,Universe,Universe Glow,Universe 发光,√,,,,{Svfx:com.redgiantsoftware.Universe_Glow_Chromatic_Glow_OFX}
uni.ChromaTown,uni.ChromaTown色度模糊,,,Universe,Universe,Universe Stylize,Universe 风格化,√,,,,{Svfx:com.redgiantsoftware.Universe_Stylize_ChromaTown_OFX}
uni.Clock Wipe,uni.时钟擦除,,,Universe,Universe,Universe Transitions,Universe 转场,,√,,,{Svfx:com.redgiantsoftware.Universe_Transitions_Clock_Wipe_OFX}
uni.Color Mosaic Transition,uni.彩色马赛克转场,,,Universe,Universe,Universe Transitions,Universe 转场,,√,,,{Svfx:com.redgiantsoftware.Universe_Transitions_Color_Mosaic_OFX}
uni.Color Stripe,uni.MG色块转场,,,Universe,Universe,Universe Transitions,Universe 转场,,√,,,{Svfx:com.redgiantsoftware.Universe_Transitions_Color_Stripe_OFX}
uni.Compound Blur,uni.复合模糊,,,Universe,Universe,Universe Blur,Universe 模糊,,,,√,{Svfx:com.redgiantsoftware.Universe_Blur_Compound_Blur_Premium_OFX}
uni.Cube,uni.立方体,,,Universe,Universe,Universe Transitions,Universe 转场,,√,,,{Svfx:com.redgiantsoftware.Universe_Transitions_Cube_OFX}
uni.Diamond Wave,uni.菱形波擦除,,,Universe,Universe,Universe Transitions,Universe 转场,,√,,,{Svfx:com.redgiantsoftware.Universe_Transitions_Diamond_Wave_OFX}
uni.Dolly Fade,uni.滑镜淡化(拉镜),,,Universe,Universe,Universe Transitions,Universe 转场,,√,,,{Svfx:com.redgiantsoftware.Universe_Transitions_Dolly_Fade_OFX}
uni.Ecto,uni.Ecto激光火焰,,,Universe,Universe,Universe Stylize,Universe 风格化,√,,,,{Svfx:com.redgiantsoftware.Universe_Text_Ecto_OFX}
uni.Edge Glow,uni.边缘发光,,,Universe,Universe,Universe Glow,Universe 发光,√,,,,{Svfx:com.redgiantsoftware.Universe_Glow_Edge_Glow_Premium_OFX}
uni.Electrify,uni.通电/电弧,,,Universe,Universe,Universe Stylize,Universe 风格化,√,,,,{Svfx:com.redgiantsoftware.Universe_Stylize_Electrify_OFX}
uni.Exposure Blur,uni.曝光模糊,,,Universe,Universe,Universe Transitions,Universe 转场,,√,,,{Svfx:com.redgiantsoftware.Universe_Transitions_Exposure_Blur_OFX}
uni.Film Transition,uni.胶片转场,,,Universe,Universe,Universe Transitions,Universe 转场,,√,,,{Svfx:com.redgiantsoftware.Universe_Transitions_Film_Transition_OFX}
uni.Finisher,uni.图像修整器,,,Universe,Universe,Universe Stylize,Universe 风格化,√,,,,{Svfx:com.redgiantsoftware.Universe_CrumplePop_Finisher_OFX}
uni.Fisheye Fixer,uni.鱼眼矫正器,,,Universe,Universe,Universe Utilities,Universe 实用工具,√,,,,{Svfx:com.redgiantsoftware.Universe_CrumplePop_Fisheye_Fixer_OFX}
uni.Flicker Cut,uni.闪烁硬切,,,Universe,Universe,Universe Transitions,Universe 转场,,√,,,{Svfx:com.redgiantsoftware.Universe_Transitions_Flicker_Cut_OFX}
uni.Fold,uni.折叠,,,Universe,Universe,Universe Transitions,Universe 转场,,√,,,{Svfx:com.redgiantsoftware.Universe_Transitions_Fold_OFX}
uni.Fractal Background,uni.分形背景,,,Universe,Universe,Universe Generators,Universe 生成器,,,√,,{Svfx:com.redgiantsoftware.Universe_Generators_Fractal_Background_OFX}
uni.Glimmer,uni.闪光,,,Universe,Universe,Universe Glow,Universe 发光,√,,,,{Svfx:com.redgiantsoftware.Universe_Glow_Glimmer_OFX}
uni.Glitch,uni.故障,,,Universe,Universe,Universe Stylize,Universe 风格化,√,,,,{Svfx:com.redgiantsoftware.Universe_Stylize_Glitch_OFX}
uni.Glitch Transition,uni.故障转场,,,Universe,Universe,Universe Transitions,Universe 转场,,√,,,{Svfx:com.redgiantsoftware.Universe_Transitions_Glitch_Transition_OFX}
uni.Glo Fi,uni.文字动态光芒,,,Universe,Universe,Universe Glow,Universe 发光,√,,,,{Svfx:com.redgiantsoftware.Universe_Glow_Glo_Fi_Premium_OFX}
uni.Glo Fi II,uni.文字动态光芒 II,,,Universe,Universe,Universe Stylize,Universe 风格化,√,,,,{Svfx:com.redgiantsoftware.Universe_Text_Glo_Fi_II_OFX}
uni.Glow,uni.发光,,,Universe,Universe,Universe Glow,Universe 发光,√,,,,{Svfx:com.redgiantsoftware.Universe_Glow_Glow_OFX}
uni.Gradient Ramp,uni.渐变坡度,,,Universe,Universe,Universe Generators,Universe 生成器,,,√,,{Svfx:com.redgiantsoftware.Universe_Generators_Gradient_Ramp_OFX}
uni.Grain16,uni.16mm胶片颗粒,,,Universe,Universe,Universe Stylize,Universe 风格化,√,,,,{Svfx:com.redgiantsoftware.Universe_CrumplePop_Grain16_OFX}
uni.Hacker Text,uni.混乱黑客文字,,,Universe,Universe,Universe Text,Universe 文字,√,,,,{Svfx:com.redgiantsoftware.Universe_Text_Hacker_Text_OFX}
uni.HalfLight,uni.眩光/漏光/光晕转场,,,Universe,Universe,Universe Transitions,Universe 转场,,√,,,{Svfx:com.redgiantsoftware.Universe_Transitions_HalfLight_OFX}
uni.Halftone Dither,uni.半色调振颤,,,Universe,Universe,Universe Stylize,Universe 风格化,√,,,,{Svfx:com.redgiantsoftware.Universe_Stylize_Halftone_Dither_OFX}
uni.Heatwave,uni.Heatwave热浪,,,Universe,Universe,Universe Distort,Universe 扭曲,,,,√,{Svfx:com.redgiantsoftware.Universe_Distort_Heatwave_OFX}
uni.Holomatrix II,uni.全息矩阵投影,,,Universe,Universe,Universe Stylize,Universe 风格化,√,,,,{Svfx:com.redgiantsoftware.Universe_Stylize_Holomatrix_OFX}
uni.HUD Components,uni.HUD(透明显示器)元素,,,Universe,Universe,Universe Motion Graphics,Universe MG运动图形,√,,,,{Svfx:com.redgiantsoftware.Universe_Motion_Graphics_HUD_Components_OFX}
uni.Inside Cube,uni.立方体内部,,,Universe,Universe,Universe Transitions,Universe 转场,,√,,,{Svfx:com.redgiantsoftware.Universe_Transitions_Inside_Cube_OFX}
uni.Knoll Light Factory EZ,uni.KNOLL灯光工厂EZ,,,Universe,Universe,Universe Stylize,Universe 风格化,√,,,,{Svfx:com.redgiantsoftware.Universe_Stylize_Knoll_Light_Factory_EZ_OFX}
uni.Knoll Light Transition,uni.Knoll灯光转场,,,Universe,Universe,Universe Transitions,Universe 转场,,√,,,{Svfx:com.redgiantsoftware.Universe_Transitions_Knoll_Light_Transition_OFX}
uni.Line,uni.线条,,,Universe,Universe,Universe Motion Graphics,Universe MG运动图形,√,,,,{Svfx:com.redgiantsoftware.Universe_Motion_Graphics_Line_OFX}
uni.Linear Wipe,uni.线性擦除,,,Universe,Universe,Universe Transitions,Universe 转场,,√,,,{Svfx:com.redgiantsoftware.Universe_Transitions_Linear_Wipe_OFX}
uni.Logo Motion,uni.Logo运动,,,Universe,Universe,Universe Motion Graphics,Universe MG运动图形,√,,,,{Svfx:com.redgiantsoftware.Universe_Utilities_Logo_Motion_OFX}
uni.Long Shadow,uni.长阴影,,,Universe,Universe,Universe Stylize,Universe 风格化,√,,,,{Svfx:com.redgiantsoftware.Universe_Text_Long_Shadow_OFX}
uni.Luster,uni.文字光泽,,,Universe,Universe,Universe Stylize,Universe 风格化,√,,,,{Svfx:com.redgiantsoftware.Universe_Text_Luster_OFX}
uni.MisFire,uni.电影损坏,,,Universe,Universe,Universe Stylize,Universe 风格化,√,,,,{Svfx:com.redgiantsoftware.Universe_Stylize_Misfire_Premium_OFX}
